draw_no,date,rank,prediction,actual,bonus,main_matches,bonus_match,grade,score,source,train_draws,train_until_draw_no,reference_payout_yen
1192,2017-07-17,3,06 19 21 23 38 42,15 17 18 22 30 39,28,0,False,はずれ,0.732184,loto6_heuristic_ensemble,1191,1191,0
1192,2017-07-17,4,06 19 21 31 38 42,15 17 18 22 30 39,28,0,False,はずれ,0.731663,loto6_heuristic_ensemble,1191,1191,0
1192,2017-07-17,5,03 06 21 31 38 42,15 17 18 22 30 39,28,0,False,はずれ,0.726215,loto6_heuristic_ensemble,1191,1191,0
1193,2017-07-20,1,03 06 19 23 38 42,01 02 07 08 10 42,28,1,False,はずれ,0.756345,loto6_heuristic_ensemble,1192,1192,0
1193,2017-07-20,2,06 19 21 23 38 42,01 02 07 08 10 42,28,1,False,はずれ,0.752991,loto6_heuristic_ensemble,1192,1192,0
1193,2017-07-20,3,03 06 21 23 38 42,01 02 07 08 10 42,28,1,False,はずれ,0.74478,loto6_heuristic_ensemble,1192,1192,0
1193,2017-07-20,4,06 19 21 23 30 38,01 02 07 08 10 42,28,0,False,はずれ,0.740028,loto6_heuristic_ensemble,1192,1192,0
1193,2017-07-20,5,02 19 21 23 38 42,01 02 07 08 10 42,28,2,False,はずれ,0.73737,loto6_heuristic_ensemble,1192,1192,0
1194,2017-07-24,1,03 06 19 23 38 42,12 18 20 23 33 40,01,1,False,はずれ,0.747261,loto6_heuristic_ensemble,1193,1193,0
1194,2017-07-24,2,02 06 19 23 38 43,12 18 20 23 33 40,01,1,False,はずれ,0.744498,loto6_heuristic_ensemble,1193,1193,0
1194,2017-07-24,3,06 19 21 23 30 38,12 18 20 23 33 40,01,1,False,はずれ,0.744192,loto6_heuristic_ensemble,1193,1193,0
1194,2017-07-24,4,06 19 21 23 38 42,12 18 20 23 33 40,01,1,False,はずれ,0.743907,loto6_heuristic_ensemble,1193,1193,0
1194,2017-07-24,5,06 08 19 23 38 43,12 18 20 23 33 40,01,1,False,はずれ,0.740448,loto6_heuristic_ensemble,1193,1193,0
1195,2017-07-27,1,06 08 19 23 31 42,01 04 17 22 35 42,07,1,False,はずれ,0.721803,loto6_heuristic_ensemble,1194,1194,0
1195,2017-07-27,2,06 08 19 23 31 38,01 04 17 22 35 42,07,0,False,はずれ,0.720849,loto6_heuristic_ensemble,1194,1194,0
1195,2017-07-27,3,03 06 20 23 31 38,01 04 17 22 35 42,07,0,False,はずれ,0.713738,loto6_heuristic_ensemble,1194,1194,0
1195,2017-07-27,4,06 08 20 23 31 43,01 04 17 22 35 42,07,0,False,はずれ,0.713201,loto6_heuristic_ensemble,1194,1194,0
1195,2017-07-27,5,02 06 19 23 31 42,01 04 17 22 35 42,07,1,False,はずれ,0.712588,loto6_heuristic_ensemble,1194,1194,0
1196,2017-07-31,1,06 08 19 23 31 38,06 07 19 31 39 41,14,3,False,5等,0.719962,loto6_heuristic_ensemble,1195,1195,1000
1196,2017-07-31,2,06 08 20 23 31 43,06 07 19 31 39 41,14,2,False,はずれ,0.716194,loto6_heuristic_ensemble,1195,1195,0
1196,2017-07-31,3,02 06 19 23 31 38,06 07 19 31 39 41,14,3,False,5等,0.71075,loto6_heuristic_ensemble,1195,1195,1000
1196,2017-07-31,4,06 08 19 23 31 43,06 07 19 31 39 41,14,3,False,5等,0.70984,loto6_heuristic_ensemble,1195,1195,1000
1196,2017-07-31,5,06 19 21 23 31 38,06 07 19 31 39 41,14,3,False,5等,0.709338,loto6_heuristic_ensemble,1195,1195,1000
1197,2017-08-03,1,06 08 19 23 31 42,03 24 28 36 37 39,27,0,False,はずれ,0.726805,loto6_heuristic_ensemble,1196,1196,0
1197,2017-08-03,2,06 08 19 23 31 38,03 24 28 36 37 39,27,0,False,はずれ,0.718685,loto6_heuristic_ensemble,1196,1196,0
1197,2017-08-03,3,02 06 19 23 31 42,03 24 28 36 37 39,27,0,False,はずれ,0.717589,loto6_heuristic_ensemble,1196,1196,0
1197,2017-08-03,4,06 08 20 23 31 43,03 24 28 36 37 39,27,0,False,はずれ,0.715949,loto6_heuristic_ensemble,1196,1196,0
1197,2017-08-03,5,06 08 21 23 31 42,03 24 28 36 37 39,27,0,False,はずれ,0.713012,loto6_heuristic_ensemble,1196,1196,0
1198,2017-08-07,1,06 08 19 23 31 42,01 14 20 26 27 34,33,0,False,はずれ,0.715431,loto6_heuristic_ensemble,1197,1197,0
1198,2017-08-07,2,06 08 20 23 31 43,01 14 20 26 27 34,33,1,False,はずれ,0.70837,loto6_heuristic_ensemble,1197,1197,0
1198,2017-08-07,3,06 08 19 23 31 38,01 14 20 26 27 34,33,0,False,はずれ,0.707352,loto6_heuristic_ensemble,1197,1197,0
1198,2017-08-07,4,06 08 21 23 31 42,01 14 20 26 27 34,33,0,False,はずれ,0.705276,loto6_heuristic_ensemble,1197,1197,0
1198,2017-08-07,5,03 06 20 23 31 42,01 14 20 26 27 34,33,1,False,はずれ,0.704791,loto6_heuristic_ensemble,1197,1197,0
1199,2017-08-10,1,06 08 19 23 31 42,09 10 11 20 28 40,17,0,False,はずれ,0.722677,loto6_heuristic_ensemble,1198,1198,0
1199,2017-08-10,2,06 08 20 23 31 43,09 10 11 20 28 40,17,1,False,はずれ,0.720309,loto6_heuristic_ensemble,1198,1198,0
1199,2017-08-10,3,06 08 19 23 31 38,09 10 11 20 28 40,17,0,False,はずれ,0.716253,loto6_heuristic_ensemble,1198,1198,0
1199,2017-08-10,4,06 08 21 23 31 42,09 10 11 20 28 40,17,0,False,はずれ,0.713646,loto6_heuristic_ensemble,1198,1198,0
1199,2017-08-10,5,06 08 19 23 31 43,09 10 11 20 28 40,17,0,False,はずれ,0.71169,loto6_heuristic_ensemble,1198,1198,0
1200,2017-08-14,1,06 08 20 23 31 43,02 08 10 12 31 42,21,2,False,はずれ,0.713422,loto6_heuristic_ensemble,1199,1199,0
1200,2017-08-14,2,06 08 19 23 31 38,02 08 10 12 31 42,21,2,False,はずれ,0.71203,loto6_heuristic_ensemble,1199,1199,0
1200,2017-08-14,3,03 06 20 23 31 38,02 08 10 12 31 42,21,1,False,はずれ,0.702913,loto6_heuristic_ensemble,1199,1199,0
1200,2017-08-14,4,03 08 20 23 31 38,02 08 10 12 31 42,21,2,False,はずれ,0.699306,loto6_heuristic_ensemble,1199,1199,0
1200,2017-08-14,5,02 06 19 23 31 38,02 08 10 12 31 42,21,2,False,はずれ,0.698318,loto6_heuristic_ensemble,1199,1199,0
1201,2017-08-17,1,06 08 20 23 31 43,01 15 19 22 26 28,33,0,False,はずれ,0.704076,loto6_heuristic_ensemble,1200,1200,0
1201,2017-08-17,2,06 08 19 23 31 38,01 15 19 22 26 28,33,1,False,はずれ,0.702398,loto6_heuristic_ensemble,1200,1200,0
1201,2017-08-17,3,03 06 20 23 31 38,01 15 19 22 26 28,33,0,False,はずれ,0.693576,loto6_heuristic_ensemble,1200,1200,0
1201,2017-08-17,4,06 16 19 23 31 38,01 15 19 22 26 28,33,1,False,はずれ,0.692454,loto6_heuristic_ensemble,1200,1200,0
1201,2017-08-17,5,03 08 20 23 31 38,01 15 19 22 26 28,33,0,False,はずれ,0.688865,loto6_heuristic_ensemble,1200,1200,0
1202,2017-08-21,1,06 08 20 23 31 43,09 12 15 19 26 39,28,0,False,はずれ,0.714314,loto6_heuristic_ensemble,1201,1201,0
1202,2017-08-21,2,06 08 19 23 31 38,09 12 15 19 26 39,28,1,False,はずれ,0.709308,loto6_heuristic_ensemble,1201,1201,0
1202,2017-08-21,3,03 06 20 23 31 38,09 12 15 19 26 39,28,0,False,はずれ,0.704197,loto6_heuristic_ensemble,1201,1201,0
1202,2017-08-21,4,06 08 19 23 31 43,09 12 15 19 26 39,28,1,False,はずれ,0.70356,loto6_heuristic_ensemble,1201,1201,0
1202,2017-08-21,5,06 16 19 23 31 38,09 12 15 19 26 39,28,1,False,はずれ,0.700632,loto6_heuristic_ensemble,1201,1201,0
1203,2017-08-24,1,06 19 21 23 30 38,02 04 06 37 39 42,41,1,False,はずれ,0.707454,loto6_heuristic_ensemble,1202,1202,0
1203,2017-08-24,2,06 08 19 23 31 38,02 04 06 37 39 42,41,1,False,はずれ,0.698274,loto6_heuristic_ensemble,1202,1202,0
1203,2017-08-24,3,06 08 19 23 31 43,02 04 06 37 39 42,41,1,False,はずれ,0.692452,loto6_heuristic_ensemble,1202,1202,0
1203,2017-08-24,4,06 16 19 23 31 38,02 04 06 37 39 42,41,1,False,はずれ,0.690369,loto6_heuristic_ensemble,1202,1202,0
1203,2017-08-24,5,04 19 21 23 30 38,02 04 06 37 39 42,41,1,False,はずれ,0.686944,loto6_heuristic_ensemble,1202,1202,0
1204,2017-08-28,1,06 19 21 23 30 38,10 20 21 24 39 43,17,1,False,はずれ,0.706344,loto6_heuristic_ensemble,1203,1203,0
1204,2017-08-28,2,06 08 19 23 31 38,10 20 21 24 39 43,17,0,False,はずれ,0.69841,loto6_heuristic_ensemble,1203,1203,0
1204,2017-08-28,3,06 16 19 23 31 38,10 20 21 24 39 43,17,0,False,はずれ,0.694722,loto6_heuristic_ensemble,1203,1203,0
1204,2017-08-28,4,06 08 19 23 31 43,10 20 21 24 39 43,17,1,False,はずれ,0.692714,loto6_heuristic_ensemble,1203,1203,0
1204,2017-08-28,5,06 19 21 23 31 38,10 20 21 24 39 43,17,1,False,はずれ,0.687154,loto6_heuristic_ensemble,1203,1203,0
1205,2017-08-31,1,06 19 20 23 31 38,12 25 26 32 35 42,02,0,False,はずれ,0.682895,loto6_heuristic_ensemble,1204,1204,0
1205,2017-08-31,2,06 08 19 23 36 43,12 25 26 32 35 42,02,0,False,はずれ,0.682307,loto6_heuristic_ensemble,1204,1204,0
1205,2017-08-31,3,03 19 20 24 31 38,12 25 26 32 35 42,02,0,False,はずれ,0.675646,loto6_heuristic_ensemble,1204,1204,0
1205,2017-08-31,4,06 19 21 24 31 43,12 25 26 32 35 42,02,0,False,はずれ,0.674458,loto6_heuristic_ensemble,1204,1204,0
1205,2017-08-31,5,03 19 20 23 30 38,12 25 26 32 35 42,02,0,False,はずれ,0.673029,loto6_heuristic_ensemble,1204,1204,0
1206,2017-09-04,1,06 12 19 23 31 42,11 19 20 26 32 33,22,1,False,はずれ,0.727211,loto6_heuristic_ensemble,1205,1205,0
1206,2017-09-04,2,06 08 19 23 31 42,11 19 20 26 32 33,22,1,False,はずれ,0.727168,loto6_heuristic_ensemble,1205,1205,0
1206,2017-09-04,3,06 12 19 23 31 38,11 19 20 26 32 33,22,1,False,はずれ,0.720043,loto6_heuristic_ensemble,1205,1205,0
1206,2017-09-04,4,03 06 20 23 31 42,11 19 20 26 32 33,22,1,False,はずれ,0.719019,loto6_heuristic_ensemble,1205,1205,0
1206,2017-09-04,5,06 08 19 23 31 38,11 19 20 26 32 33,22,1,False,はずれ,0.716111,loto6_heuristic_ensemble,1205,1205,0
1207,2017-09-07,1,03 06 20 23 31 38,06 16 17 20 22 43,34,2,False,はずれ,0.706555,loto6_heuristic_ensemble,1206,1206,0
1207,2017-09-07,2,03 08 20 23 31 38,06 16 17 20 22 43,34,1,False,はずれ,0.69528,loto6_heuristic_ensemble,1206,1206,0
1207,2017-09-07,3,03 12 20 23 31 38,06 16 17 20 22 43,34,1,False,はずれ,0.690577,loto6_heuristic_ensemble,1206,1206,0
1207,2017-09-07,4,06 19 20 23 31 38,06 16 17 20 22 43,34,2,False,はずれ,0.690141,loto6_heuristic_ensemble,1206,1206,0
1207,2017-09-07,5,06 14 19 23 31 38,06 16 17 20 22 43,34,1,False,はずれ,0.685897,loto6_heuristic_ensemble,1206,1206,0
1208,2017-09-11,1,03 06 20 23 31 38,05 14 20 30 38 41,08,2,False,はずれ,0.715619,loto6_heuristic_ensemble,1207,1207,0
1208,2017-09-11,2,03 08 20 23 31 38,05 14 20 30 38 41,08,2,True,はずれ,0.703967,loto6_heuristic_ensemble,1207,1207,0
1208,2017-09-11,3,03 12 20 23 31 38,05 14 20 30 38 41,08,2,False,はずれ,0.698175,loto6_heuristic_ensemble,1207,1207,0
1208,2017-09-11,4,03 06 20 27 31 38,05 14 20 30 38 41,08,2,False,はずれ,0.697648,loto6_heuristic_ensemble,1207,1207,0
1208,2017-09-11,5,06 19 20 23 31 38,05 14 20 30 38 41,08,2,False,はずれ,0.695539,loto6_heuristic_ensemble,1207,1207,0
1209,2017-09-14,1,03 06 20 23 31 38,11 12 24 32 38 40,07,1,False,はずれ,0.694533,loto6_heuristic_ensemble,1208,1208,0
1209,2017-09-14,2,03 08 20 23 31 38,11 12 24 32 38 40,07,1,False,はずれ,0.68265,loto6_heuristic_ensemble,1208,1208,0
1209,2017-09-14,3,06 12 20 23 31 39,11 12 24 32 38 40,07,1,False,はずれ,0.682322,loto6_heuristic_ensemble,1208,1208,0
1209,2017-09-14,4,03 18 20 23 31 38,11 12 24 32 38 40,07,1,False,はずれ,0.67989,loto6_heuristic_ensemble,1208,1208,0
1209,2017-09-14,5,03 12 20 23 31 38,11 12 24 32 38 40,07,2,False,はずれ,0.67763,loto6_heuristic_ensemble,1208,1208,0
1210,2017-09-18,1,03 06 20 23 31 38,05 06 12 16 23 36,09,2,False,はずれ,0.688014,loto6_heuristic_ensemble,1209,1209,0
1210,2017-09-18,2,03 08 20 23 31 38,05 06 12 16 23 36,09,1,False,はずれ,0.683631,loto6_heuristic_ensemble,1209,1209,0
1210,2017-09-18,3,03 18 20 23 31 38,05 06 12 16 23 36,09,1,False,はずれ,0.680566,loto6_heuristic_ensemble,1209,1209,0
1210,2017-09-18,4,03 12 20 23 31 38,05 06 12 16 23 36,09,2,False,はずれ,0.680381,loto6_heuristic_ensemble,1209,1209,0
1210,2017-09-18,5,06 12 20 23 31 39,05 06 12 16 23 36,09,3,False,5等,0.678269,loto6_heuristic_ensemble,1209,1209,1000
1211,2017-09-21,1,03 06 20 23 31 38,03 08 24 25 26 28,43,1,False,はずれ,0.679111,loto6_heuristic_ensemble,1210,1210,0
1211,2017-09-21,2,06 12 20 23 31 39,03 08 24 25 26 28,43,0,False,はずれ,0.677317,loto6_heuristic_ensemble,1210,1210,0
1211,2017-09-21,3,03 06 20 27 31 38,03 08 24 25 26 28,43,1,False,はずれ,0.675146,loto6_heuristic_ensemble,1210,1210,0
1211,2017-09-21,4,03 12 20 23 31 38,03 08 24 25 26 28,43,1,False,はずれ,0.673302,loto6_heuristic_ensemble,1210,1210,0
1211,2017-09-21,5,03 06 20 22 31 39,03 08 24 25 26 28,43,1,False,はずれ,0.670363,loto6_heuristic_ensemble,1210,1210,0
1212,2017-09-25,1,06 12 20 23 31 39,02 16 27 35 40 42,25,0,False,はずれ,0.666558,loto6_heuristic_ensemble,1211,1211,0
1212,2017-09-25,2,03 08 20 22 31 43,02 16 27 35 40 42,25,0,False,はずれ,0.661269,loto6_heuristic_ensemble,1211,1211,0
1212,2017-09-25,3,03 06 20 24 31 39,02 16 27 35 40 42,25,0,False,はずれ,0.661196,loto6_heuristic_ensemble,1211,1211,0
1212,2017-09-25,4,03 12 20 24 31 39,02 16 27 35 40 42,25,0,False,はずれ,0.659275,loto6_heuristic_ensemble,1211,1211,0
1212,2017-09-25,5,03 06 20 23 31 38,02 16 27 35 40 42,25,0,False,はずれ,0.658483,loto6_heuristic_ensemble,1211,1211,0
1213,2017-09-28,1,06 12 20 23 31 39,03 13 22 26 30 39,01,1,False,はずれ,0.666511,loto6_heuristic_ensemble,1212,1212,0
1213,2017-09-28,2,03 06 20 24 31 39,03 13 22 26 30 39,01,2,False,はずれ,0.658976,loto6_heuristic_ensemble,1212,1212,0
1213,2017-09-28,3,03 06 20 23 31 38,03 13 22 26 30 39,01,1,False,はずれ,0.658758,loto6_heuristic_ensemble,1212,1212,0
1213,2017-09-28,4,06 13 20 23 31 38,03 13 22 26 30 39,01,1,False,はずれ,0.654746,loto6_heuristic_ensemble,1212,1212,0
1213,2017-09-28,5,06 19 20 23 31 38,03 13 22 26 30 39,01,0,False,はずれ,0.654093,loto6_heuristic_ensemble,1212,1212,0
1214,2017-10-02,1,06 12 20 23 31 39,02 19 23 30 33 36,40,1,False,はずれ,0.675963,loto6_heuristic_ensemble,1213,1213,0
1214,2017-10-02,2,03 06 20 24 31 39,02 19 23 30 33 36,40,0,False,はずれ,0.669921,loto6_heuristic_ensemble,1213,1213,0
1214,2017-10-02,3,03 06 20 23 31 38,02 19 23 30 33 36,40,1,False,はずれ,0.667521,loto6_heuristic_ensemble,1213,1213,0
1214,2017-10-02,4,03 06 20 22 31 39,02 19 23 30 33 36,40,0,False,はずれ,0.665667,loto6_heuristic_ensemble,1213,1213,0
1214,2017-10-02,5,03 12 20 23 31 38,02 19 23 30 33 36,40,1,False,はずれ,0.662436,loto6_heuristic_ensemble,1213,1213,0
1215,2017-10-05,1,06 12 20 23 31 39,03 06 09 15 21 42,07,1,False,はずれ,0.674089,loto6_heuristic_ensemble,1214,1214,0
1215,2017-10-05,2,03 06 20 24 31 39,03 06 09 15 21 42,07,2,False,はずれ,0.670437,loto6_heuristic_ensemble,1214,1214,0
1215,2017-10-05,3,03 06 20 22 31 39,03 06 09 15 21 42,07,2,False,はずれ,0.666246,loto6_heuristic_ensemble,1214,1214,0
1215,2017-10-05,4,03 06 20 23 31 38,03 06 09 15 21 42,07,2,False,はずれ,0.665616,loto6_heuristic_ensemble,1214,1214,0
1215,2017-10-05,5,06 08 20 23 31 39,03 06 09 15 21 42,07,1,False,はずれ,0.662697,loto6_heuristic_ensemble,1214,1214,0
1216,2017-10-09,1,03 06 20 24 31 39,08 14 25 39 42 43,37,1,False,はずれ,0.68876,loto6_heuristic_ensemble,1215,1215,0
1216,2017-10-09,2,06 12 20 23 31 39,08 14 25 39 42 43,37,1,False,はずれ,0.687883,loto6_heuristic_ensemble,1215,1215,0
1216,2017-10-09,3,03 06 20 23 31 38,08 14 25 39 42 43,37,0,False,はずれ,0.682876,loto6_heuristic_ensemble,1215,1215,0
1216,2017-10-09,4,03 06 20 22 31 39,08 14 25 39 42 43,37,1,False,はずれ,0.681163,loto6_heuristic_ensemble,1215,1215,0
1216,2017-10-09,5,06 08 20 23 31 39,08 14 25 39 42 43,37,2,False,はずれ,0.677187,loto6_heuristic_ensemble,1215,1215,0
1217,2017-10-12,1,06 12 20 23 31 39,14 16 17 34 36 41,25,0,False,はずれ,0.693085,loto6_heuristic_ensemble,1216,1216,0
1217,2017-10-12,2,03 06 20 24 31 39,14 16 17 34 36 41,25,0,False,はずれ,0.690649,loto6_heuristic_ensemble,1216,1216,0
1217,2017-10-12,3,03 08 20 24 31 39,14 16 17 34 36 41,25,0,False,はずれ,0.690499,loto6_heuristic_ensemble,1216,1216,0
1217,2017-10-12,4,03 12 20 24 31 39,14 16 17 34 36 41,25,0,False,はずれ,0.68609,loto6_heuristic_ensemble,1216,1216,0
1217,2017-10-12,5,03 10 20 24 31 39,14 16 17 34 36 41,25,0,False,はずれ,0.683408,loto6_heuristic_ensemble,1216,1216,0
1218,2017-10-16,1,03 06 20 23 31 42,05 08 13 20 28 42,35,2,False,はずれ,0.695268,loto6_heuristic_ensemble,1217,1217,0
1218,2017-10-16,2,03 06 20 31 39 42,05 08 13 20 28 42,35,2,False,はずれ,0.690794,loto6_heuristic_ensemble,1217,1217,0
1218,2017-10-16,3,06 12 20 23 31 39,05 08 13 20 28 42,35,1,False,はずれ,0.6882,loto6_heuristic_ensemble,1217,1217,0
1218,2017-10-16,4,03 08 20 24 31 39,05 08 13 20 28 42,35,2,False,はずれ,0.68686,loto6_heuristic_ensemble,1217,1217,0
1218,2017-10-16,5,03 06 20 24 31 39,05 08 13 20 28 42,35,1,False,はずれ,0.686687,loto6_heuristic_ensemble,1217,1217,0
1219,2017-10-19,1,03 06 20 23 31 42,14 22 24 36 39 42,32,1,False,はずれ,0.68541,loto6_heuristic_ensemble,1218,1218,0
1219,2017-10-19,2,03 06 20 31 39 42,14 22 24 36 39 42,32,2,False,はずれ,0.680972,loto6_heuristic_ensemble,1218,1218,0
1219,2017-10-19,3,03 08 20 23 31 42,14 22 24 36 39 42,32,1,False,はずれ,0.675738,loto6_heuristic_ensemble,1218,1218,0
1219,2017-10-19,4,06 12 20 23 31 39,14 22 24 36 39 42,32,1,False,はずれ,0.672959,loto6_heuristic_ensemble,1218,1218,0
1219,2017-10-19,5,03 12 20 23 31 42,14 22 24 36 39 42,32,1,False,はずれ,0.671796,loto6_heuristic_ensemble,1218,1218,0
1220,2017-10-23,1,03 06 20 31 39 42,09 15 21 23 32 42,14,1,False,はずれ,0.687693,loto6_heuristic_ensemble,1219,1219,0
1220,2017-10-23,2,03 06 20 23 31 42,09 15 21 23 32 42,14,2,False,はずれ,0.685113,loto6_heuristic_ensemble,1219,1219,0
1220,2017-10-23,3,03 08 20 31 39 42,09 15 21 23 32 42,14,1,False,はずれ,0.679928,loto6_heuristic_ensemble,1219,1219,0
1220,2017-10-23,4,03 08 20 23 31 42,09 15 21 23 32 42,14,2,False,はずれ,0.678829,loto6_heuristic_ensemble,1219,1219,0
1220,2017-10-23,5,03 08 20 24 31 39,09 15 21 23 32 42,14,0,False,はずれ,0.675038,loto6_heuristic_ensemble,1219,1219,0
1221,2017-10-26,1,03 06 20 23 39 42,03 10 11 31 33 36,21,1,False,はずれ,0.70456,loto6_heuristic_ensemble,1220,1220,0
1221,2017-10-26,2,03 08 20 23 39 42,03 10 11 31 33 36,21,1,False,はずれ,0.694952,loto6_heuristic_ensemble,1220,1220,0
1221,2017-10-26,3,03 06 20 31 39 42,03 10 11 31 33 36,21,2,False,はずれ,0.690969,loto6_heuristic_ensemble,1220,1220,0
1221,2017-10-26,4,03 12 20 23 39 42,03 10 11 31 33 36,21,1,False,はずれ,0.686663,loto6_heuristic_ensemble,1220,1220,0
1221,2017-10-26,5,03 08 20 31 39 42,03 10 11 31 33 36,21,2,False,はずれ,0.682843,loto6_heuristic_ensemble,1220,1220,0
1222,2017-10-30,1,03 06 20 23 39 42,01 05 07 11 29 39,40,1,False,はずれ,0.708233,loto6_heuristic_ensemble,1221,1221,0
1222,2017-10-30,2,03 08 20 23 39 42,01 05 07 11 29 39,40,1,False,はずれ,0.698681,loto6_heuristic_ensemble,1221,1221,0
1222,2017-10-30,3,03 06 20 27 39 42,01 05 07 11 29 39,40,1,False,はずれ,0.692365,loto6_heuristic_ensemble,1221,1221,0
1222,2017-10-30,4,03 12 20 23 39 42,01 05 07 11 29 39,40,1,False,はずれ,0.688761,loto6_heuristic_ensemble,1221,1221,0
1222,2017-10-30,5,03 06 20 31 39 42,01 05 07 11 29 39,40,1,False,はずれ,0.687925,loto6_heuristic_ensemble,1221,1221,0
1223,2017-11-02,1,03 06 20 23 39 42,12 22 28 30 36 43,34,0,False,はずれ,0.710046,loto6_heuristic_ensemble,1222,1222,0
1223,2017-11-02,2,03 08 20 23 39 42,12 22 28 30 36 43,34,0,False,はずれ,0.700312,loto6_heuristic_ensemble,1222,1222,0
1223,2017-11-02,3,03 06 20 27 39 42,12 22 28 30 36 43,34,0,False,はずれ,0.697914,loto6_heuristic_ensemble,1222,1222,0
1223,2017-11-02,4,03 06 20 31 39 42,12 22 28 30 36 43,34,0,False,はずれ,0.692935,loto6_heuristic_ensemble,1222,1222,0
1223,2017-11-02,5,03 06 20 22 39 43,12 22 28 30 36 43,34,2,False,はずれ,0.692905,loto6_heuristic_ensemble,1222,1222,0
1224,2017-11-06,1,03 06 20 23 39 42,05 18 33 38 41 43,06,0,True,はずれ,0.705293,loto6_heuristic_ensemble,1223,1223,0
1224,2017-11-06,2,03 08 20 23 39 42,05 18 33 38 41 43,06,0,False,はずれ,0.697105,loto6_heuristic_ensemble,1223,1223,0
1224,2017-11-06,3,03 06 20 27 39 42,05 18 33 38 41 43,06,0,True,はずれ,0.692991,loto6_heuristic_ensemble,1223,1223,0
1224,2017-11-06,4,03 06 20 31 39 42,05 18 33 38 41 43,06,0,True,はずれ,0.684946,loto6_heuristic_ensemble,1223,1223,0
1224,2017-11-06,5,03 12 20 23 39 42,05 18 33 38 41 43,06,0,False,はずれ,0.678901,loto6_heuristic_ensemble,1223,1223,0
1225,2017-11-09,1,03 06 20 23 39 42,19 22 25 30 33 34,36,0,False,はずれ,0.711997,loto6_heuristic_ensemble,1224,1224,0
1225,2017-11-09,2,03 06 20 27 39 42,19 22 25 30 33 34,36,0,False,はずれ,0.700036,loto6_heuristic_ensemble,1224,1224,0
1225,2017-11-09,3,03 06 20 23 31 42,19 22 25 30 33 34,36,0,False,はずれ,0.69388,loto6_heuristic_ensemble,1224,1224,0
1225,2017-11-09,4,03 06 20 31 39 42,19 22 25 30 33 34,36,0,False,はずれ,0.691422,loto6_heuristic_ensemble,1224,1224,0
1225,2017-11-09,5,03 06 19 20 39 42,19 22 25 30 33 34,36,1,False,はずれ,0.685419,loto6_heuristic_ensemble,1224,1224,0
1226,2017-11-13,1,03 06 20 23 39 42,07 08 28 34 37 41,13,0,False,はずれ,0.715674,loto6_heuristic_ensemble,1225,1225,0
1226,2017-11-13,2,03 06 20 27 39 42,07 08 28 34 37 41,13,0,False,はずれ,0.701931,loto6_heuristic_ensemble,1225,1225,0
1226,2017-11-13,3,03 06 20 23 31 42,07 08 28 34 37 41,13,0,False,はずれ,0.697519,loto6_heuristic_ensemble,1225,1225,0
1226,2017-11-13,4,03 06 20 31 39 42,07 08 28 34 37 41,13,0,False,はずれ,0.695136,loto6_heuristic_ensemble,1225,1225,0
1226,2017-11-13,5,03 06 20 23 36 39,07 08 28 34 37 41,13,0,False,はずれ,0.68796,loto6_heuristic_ensemble,1225,1225,0
1227,2017-11-16,1,03 06 20 23 39 42,01 08 14 28 40 43,06,0,True,はずれ,0.709925,loto6_heuristic_ensemble,1226,1226,0
1227,2017-11-16,2,03 08 20 23 39 42,01 08 14 28 40 43,06,1,False,はずれ,0.700083,loto6_heuristic_ensemble,1226,1226,0
1227,2017-11-16,3,03 05 20 22 39 42,01 08 14 28 40 43,06,0,False,はずれ,0.697712,loto6_heuristic_ensemble,1226,1226,0
1227,2017-11-16,4,03 06 20 27 39 42,01 08 14 28 40 43,06,0,True,はずれ,0.697681,loto6_heuristic_ensemble,1226,1226,0
1227,2017-11-16,5,03 05 20 24 39 42,01 08 14 28 40 43,06,0,False,はずれ,0.695805,loto6_heuristic_ensemble,1226,1226,0
1228,2017-11-20,1,03 06 20 23 39 42,06 18 19 25 28 40,03,1,True,はずれ,0.710391,loto6_heuristic_ensemble,1227,1227,0
1228,2017-11-20,2,03 08 20 23 39 42,06 18 19 25 28 40,03,0,True,はずれ,0.704163,loto6_heuristic_ensemble,1227,1227,0
1228,2017-11-20,3,03 06 20 22 39 43,06 18 19 25 28 40,03,1,True,はずれ,0.704031,loto6_heuristic_ensemble,1227,1227,0
1228,2017-11-20,4,03 05 20 22 39 42,06 18 19 25 28 40,03,0,True,はずれ,0.698375,loto6_heuristic_ensemble,1227,1227,0
1228,2017-11-20,5,03 08 20 24 39 43,06 18 19 25 28 40,03,0,True,はずれ,0.697922,loto6_heuristic_ensemble,1227,1227,0
1229,2017-11-23,1,03 06 20 23 39 42,10 28 35 37 39 43,16,1,False,はずれ,0.696576,loto6_heuristic_ensemble,1228,1228,0
1229,2017-11-23,2,03 08 20 23 39 42,10 28 35 37 39 43,16,1,False,はずれ,0.695753,loto6_heuristic_ensemble,1228,1228,0
